x	y
30.287530293291489	34.779448306169265
6.811737582033416	7.398444528013461
11.260239907537418	2.553470192181143
-12.505672067206065	5.302482958419011
-6.244712143435156	10.332607997014804
-4.184872171113407	-12.063243550895757
-10.264150871458385	-4.442835784010258
-11.868406883282020	-21.089842617072296
11.137021867791390	0.283188148459553
10.513805246459819	-5.854626527025831
-6.606639918835134	9.945917664402517
-7.836280132093141	7.740075638264488
-6.519807880490105	-21.277890272274256
7.394098859375307	8.244709732201601
-7.046169068836859	14.601300029418431
-8.891470217329681	8.968612011671855
10.906824512446173	4.837744157321548
-9.188146709638787	-8.657049964808197
6.258872926908087	-8.760771968994913
-11.100310158522124	2.809872770845448
2.190411503018873	33.515438532615484
1.680014973475496	13.027539484991548
19.681002168808085	-12.225846297920709
5.223156880799688	-11.078408542258147
2.852926715753012	-11.336808356045470
7.528742981619470	-10.937690411254000
-0.727509842294914	10.842151408078241
-7.556165075667520	11.794358318842939
-43.234363387073820	39.781488532683511
11.187010343215354	12.004215348099146
0.594002113812421	-11.392877829574818
-9.110216681672890	-11.003939166349282
10.781563435820907	3.841152902588320
-12.108893576451582	15.396404434593302
11.671373206190879	-4.856039088240646
6.165966567500043	-11.909465381715737
-26.103786485296489	5.361126081018273
-18.423809141606903	-4.569813437162372
8.365028548777595	-6.944323453108939
-8.814873441939008	6.164730881344450
12.985634545307732	-11.102789397604296
-14.641518651754572	-12.792447526510827
13.013467444843851	-31.581395826203352
6.975871254710965	7.978966228275288
16.329569266243620	-3.728672773107089
-8.870766238160998	5.307252814381843
-14.798863866319229	4.928045678246522
-1.492009744323869	-18.338102794761735
52.053258218188383	14.760956999775065
-14.045927310605991	7.190214547355428
-10.059405779599125	7.842840600395300
8.647693871346847	-5.588043211342886
-12.127642487867616	-6.201409983031773
6.701243971854641	-7.799525579784660
-6.768837272764207	10.298786000956961
1.508660098780033	63.427698418964155
7.861849009217698	6.614597610511676
-18.097014929122849	-7.624610363069877
-5.850654605982224	17.659705103584550
-8.454117161676043	-7.319961900375765
10.252618498668463	2.714766627222373
-11.712457887660602	6.442743033224149
10.192245379024937	7.001355671502980
-5.103420086743922	16.769215264735536
-1.599900860246881	-10.528602231811128
21.154829549847690	-26.546812992175237
12.253446717712977	1.219713924429459
-22.721496068889838	33.696002699051867
24.794687640063078	-29.073215083481159
15.072451140395049	4.773935748337022
3.023808298103349	-13.510411458937062
-14.635824518240572	10.922828959462310
-11.196252695294950	27.660827941401532
5.964963832464734	-8.526732673137319
-1.176797007670138	13.507918350780926
12.628702474154217	7.752513509759033
-7.462164860546227	7.492874644813313
-8.321320955746724	-6.340925294811894
7.002296809118928	-9.243106240004868
6.070697814279740	-12.502172176725045
-20.348415515390382	-15.119076001833358
19.925557462168811	-7.531281899034872
